,location,total_sqft,bath,balcony,price,bhk
507,Ananth Nagar,850.0,2.0,1.0,25.99,2
508,Ananth Nagar,902.0,2.0,1.0,25.26,2
509,Ananth Nagar,1470.0,3.0,2.0,54.0,3
510,Ananth Nagar,810.0,2.0,1.0,25.5,2
511,Ananth Nagar,890.0,2.0,1.0,27.0,2
512,Ananth Nagar,1200.0,2.0,1.0,36.0,2
514,Ananth Nagar,1319.0,3.0,1.0,42.0,3
515,Ananth Nagar,1000.0,2.0,3.0,25.0,2
516,Ananth Nagar,902.0,2.0,2.0,25.0,2
517,Ananth Nagar,930.0,2.0,1.0,25.99,2
518,Ananth Nagar,1074.0,2.0,2.0,26.85,2
519,Ananth Nagar,500.0,1.0,1.0,14.0,1
520,Ananth Nagar,1010.0,2.0,2.0,38.0,2
521,Ananth Nagar,992.0,2.0,2.0,24.8,2
523,Anekal,600.0,1.0,1.0,16.5,1
524,Anekal,925.0,2.0,1.0,40.0,2
525,Anekal,530.0,1.0,1.0,18.0,1
526,Anekal,1800.0,3.0,2.0,68.0,3
528,Anekal,351.0,1.0,1.0,16.0,1
529,Anekal,1035.0,2.0,2.0,38.3,2
530,Anekal,888.0,2.0,1.0,34.0,2
534,Anekal,766.0,2.0,2.0,28.0,2
535,Anekal,1150.0,3.0,2.0,45.0,3
538,Anekal,400.0,1.0,1.0,11.5,1
539,Anekal,456.0,1.0,1.0,15.0,1
542,Anekal,2400.0,4.0,0.0,95.0,3
545,Anekal,420.0,1.0,1.0,12.5,1
546,Anekal,1140.0,2.0,2.0,52.0,2
547,Anjanapura,1850.0,4.0,2.0,86.0,4
548,Anjanapura,1070.0,2.0,2.0,39.0,2
549,Anjanapura,1500.0,3.0,1.0,121.0,3
550,Anjanapura,1070.0,2.0,2.0,37.0,2
551,Anjanapura,950.0,2.0,1.0,40.0,2
552,Anjanapura,1280.0,2.0,2.0,45.0,3
553,Anjanapura,710.0,2.0,0.0,25.0,2
555,Anjanapura,950.0,2.0,0.0,32.0,2
556,Anjanapura,1800.0,4.0,2.0,55.0,4
557,Anjanapura,1843.0,3.0,1.0,87.54,3
558,Anjanapura,1076.0,2.0,1.0,30.13,2
559,Anjanapura,950.0,2.0,0.0,30.0,2
560,Ardendale,1100.0,2.0,1.0,43.25,2
561,Ardendale,1750.0,3.0,2.0,100.0,3
562,Ardendale,3198.0,4.0,3.0,200.0,4
563,Ardendale,2422.0,4.0,2.0,160.0,4
564,Ardendale,1750.0,3.0,3.0,100.0,3
565,Ardendale,3200.0,4.0,1.0,205.0,4
566,Ardendale,1728.0,3.0,2.0,95.0,3
567,Ardendale,1100.0,2.0,1.0,48.0,2
568,Ardendale,4355.0,3.0,1.0,350.0,5
569,Ardendale,3198.0,4.0,2.0,250.0,4
570,Ardendale,2062.0,3.0,2.0,140.0,4
571,Ardendale,1732.46,3.0,2.0,92.0,3
572,Ardendale,2062.0,3.0,2.0,150.0,4
574,Ardendale,1224.0,2.0,2.0,70.0,2
575,Ardendale,1777.26,3.0,2.0,105.0,3
576,Ardendale,1650.0,3.0,3.0,82.0,3
577,Ardendale,2062.0,3.0,2.0,140.0,4
578,Ardendale,1650.0,3.0,3.0,82.0,3
579,Ardendale,1224.0,2.0,2.0,67.0,2
580,Ardendale,1723.0,3.0,2.0,95.0,3
581,Ardendale,1777.26,3.0,2.0,89.0,3
582,Ardendale,1777.26,3.0,2.0,92.0,3
583,Arekere,1222.0,2.0,2.0,45.0,2
584,Arekere,2060.0,3.0,2.0,140.0,3
585,Arekere,920.0,2.0,1.0,40.0,2
586,Arekere,1740.0,2.0,2.0,95.0,3
587,Arekere,1190.0,2.0,2.0,55.0,2
588,Arekere,600.0,1.0,1.0,28.0,1
589,Arekere,2072.0,3.0,2.0,108.0,3
590,Arekere,1100.0,2.0,2.0,55.0,2
591,Arekere,900.0,2.0,3.0,50.0,2
592,Arekere,2060.0,3.0,2.0,150.0,3
593,Arekere,2710.0,6.0,2.0,142.0,4
594,Arekere,2400.0,3.0,1.0,180.0,3
595,Arekere,1240.0,2.0,2.0,60.0,2
596,Arekere,900.0,2.0,1.0,44.5,2
597,Attibele,450.0,1.0,1.0,11.0,1
598,Attibele,1600.0,4.0,0.0,52.8,4
599,Attibele,400.0,1.0,1.0,11.0,1
600,Attibele,400.0,1.0,1.0,12.0,1
601,Attibele,400.0,1.0,1.0,14.0,1
602,Attibele,500.0,1.0,1.0,17.0,1
603,Attibele,2168.0,4.0,2.0,95.0,4
604,Attibele,395.0,1.0,1.0,10.25,1
605,Attibele,420.0,1.0,1.0,17.0,1
607,Attibele,418.0,1.0,1.0,12.0,1
608,Attibele,1350.0,3.0,1.0,85.0,3
609,Attibele,1200.0,2.0,2.0,42.0,2
610,Attibele,400.0,1.0,1.0,10.0,1
611,Attibele,850.0,1.0,1.0,25.0,2
612,Attibele,2400.0,3.0,3.0,120.0,3
613,Attibele,450.0,1.0,1.0,12.5,1
617,Attibele,782.0,1.0,0.0,19.55,1
619,Attibele,400.0,1.0,1.0,11.5,1
620,Attibele,460.0,1.0,1.0,13.0,1
621,Attibele,418.0,2.0,1.0,11.5,1
622,Attibele,1000.0,2.0,1.0,42.0,2
623,Attibele,550.0,1.0,1.0,11.5,1
625,Attibele,410.0,1.0,1.0,10.0,1
626,Attibele,1700.0,3.0,1.0,65.0,3
627,Attibele,400.0,1.0,1.0,10.25,1
628,Attibele,1500.0,3.0,2.0,90.0,3
629,Attibele,520.0,1.0,1.0,15.0,1
630,BEML Layout,1060.0,2.0,1.0,55.0,2
632,BEML Layout,999.0,2.0,3.0,45.0,2
633,BEML Layout,2400.0,4.0,1.0,225.0,5
635,BEML Layout,1194.0,2.0,1.0,65.0,2
636,BEML Layout,1200.0,2.0,2.0,67.0,2
637,BEML Layout,2400.0,2.0,1.0,228.0,2
640,BEML Layout,1194.0,2.0,1.0,65.0,2
641,BTM 2nd Stage,1260.0,5.0,1.0,185.0,3
642,BTM 2nd Stage,950.0,2.0,1.0,52.0,2
643,BTM 2nd Stage,1850.0,3.0,2.0,170.0,3
644,BTM 2nd Stage,1200.0,2.0,2.0,80.0,2
645,BTM 2nd Stage,1274.0,2.0,2.0,70.0,2
646,BTM 2nd Stage,1200.0,2.0,0.0,35.0,2
648,BTM 2nd Stage,1070.0,2.0,1.0,48.0,2
649,BTM 2nd Stage,1280.0,2.0,2.0,80.0,2
650,BTM 2nd Stage,1100.0,2.0,2.0,70.0,2
651,BTM 2nd Stage,1000.0,2.0,2.0,58.0,2
652,BTM 2nd Stage,800.0,2.0,1.0,175.0,2
653,BTM 2nd Stage,2990.0,5.0,3.0,416.0,5
654,BTM 2nd Stage,1265.0,2.0,2.0,55.0,2
655,BTM 2nd Stage,2200.0,3.0,3.0,220.0,3
656,BTM 2nd Stage,2780.0,4.0,1.0,325.0,3
657,BTM 2nd Stage,2400.0,2.0,0.0,360.0,3
658,BTM 2nd Stage,965.0,2.0,2.0,56.0,2
659,BTM 2nd Stage,1147.0,2.0,1.0,75.0,2
660,BTM 2nd Stage,2400.0,3.0,2.0,400.0,4
661,BTM 2nd Stage,1750.0,3.0,3.0,172.0,3
662,BTM 2nd Stage,1400.0,2.0,3.0,90.0,2
663,BTM 2nd Stage,1200.0,2.0,2.0,70.0,2
664,BTM 2nd Stage,1100.0,2.0,2.0,47.0,2
665,BTM 2nd Stage,930.0,2.0,2.0,46.0,2
667,BTM 2nd Stage,2500.0,3.0,2.0,345.0,3
668,BTM Layout,1150.0,2.0,2.0,63.0,2
669,BTM Layout,3300.0,6.0,3.0,165.0,6
670,BTM Layout,1450.0,2.0,2.0,81.0,3
671,BTM Layout,1776.0,2.0,3.0,75.0,3
672,BTM Layout,1458.0,3.0,2.0,79.0,3
673,BTM Layout,935.0,2.0,1.0,51.5,2
674,BTM Layout,1020.0,2.0,1.0,46.5,2
675,BTM Layout,1600.0,3.0,2.0,112.0,3
676,BTM Layout,1300.0,2.0,1.0,75.0,3
677,BTM Layout,1540.0,2.0,2.0,78.0,3
678,BTM Layout,450.0,1.0,1.0,20.0,1
679,BTM Layout,1196.0,2.0,2.0,56.81,2
680,BTM Layout,1470.0,2.0,2.0,99.0,3
683,Babusapalaya,1611.0,2.0,2.0,66.0,3
685,Babusapalaya,1675.0,3.0,3.0,75.0,3
686,Babusapalaya,1141.0,2.0,1.0,46.0,2
687,Babusapalaya,1084.0,2.0,1.0,58.0,2
688,Babusapalaya,1500.0,2.0,2.0,57.0,2
690,Babusapalaya,1050.0,2.0,3.0,45.0,2
691,Babusapalaya,1141.0,2.0,1.0,45.9,2
693,Babusapalaya,1230.0,3.0,3.0,53.0,3
694,Babusapalaya,1105.0,2.0,1.0,40.0,2
695,Babusapalaya,1410.0,2.0,3.0,65.0,3
696,Babusapalaya,1305.0,2.0,1.0,70.0,2
697,Babusapalaya,1450.0,2.0,1.0,55.99,2
698,Babusapalaya,1100.0,2.0,2.0,38.0,2
700,Babusapalaya,1061.0,2.0,1.0,33.84,2
701,Babusapalaya,1061.0,2.0,1.0,38.95,2
702,Babusapalaya,1061.0,2.0,1.0,34.0,2
703,Babusapalaya,1245.0,2.0,2.0,58.0,2
704,Badavala Nagar,1494.0,2.0,2.0,94.55,3
705,Badavala Nagar,1274.0,2.0,1.0,81.0,2
706,Badavala Nagar,1842.0,3.0,2.0,115.0,3
707,Badavala Nagar,1494.0,2.0,2.0,94.55,3
708,Badavala Nagar,1274.0,2.0,1.0,81.0,2
709,Badavala Nagar,1494.0,2.0,2.0,94.55,3
710,Badavala Nagar,1842.0,3.0,2.0,115.0,3
711,Badavala Nagar,1842.0,3.0,2.0,115.0,3
712,Badavala Nagar,1842.0,3.0,2.0,115.0,3
713,Balagere,1210.0,2.0,1.0,80.9,2
717,Balagere,1205.0,2.0,1.0,78.5,2
718,Balagere,790.5,1.0,0.0,41.9,1
721,Balagere,1012.0,2.0,1.0,75.0,2
722,Balagere,1020.07,2.0,1.0,68.38,2
723,Balagere,1205.47,2.0,1.0,81.0,2
724,Balagere,1007.0,2.0,1.0,65.0,2
725,Balagere,656.0,1.0,1.0,53.0,1
728,Balagere,1210.0,2.0,1.0,83.0,2
729,Balagere,675.0,1.0,1.0,45.0,1
730,Balagere,656.0,1.0,1.0,43.0,1
732,Balagere,1012.0,2.0,1.0,64.0,2
734,Balagere,1007.0,2.0,1.0,67.0,2
735,Balagere,1007.0,2.0,1.0,66.0,2
738,Balagere,1007.0,2.0,1.0,75.0,2
739,Balagere,645.0,1.0,1.0,34.18,1
742,Balagere,790.5,1.0,0.0,42.295,1
743,Balagere,1012.0,2.0,1.0,65.0,2
744,Balagere,656.0,1.0,1.0,38.77,1
745,Balagere,645.0,1.0,1.0,39.0,1
746,Balagere,645.0,1.0,1.0,41.0,1
747,Balagere,1210.0,2.0,1.0,82.0,2
748,Balagere,661.0,1.0,1.0,33.0,1
749,Balagere,656.0,1.0,1.0,34.77,1
751,Balagere,1012.0,2.0,1.0,70.0,2
752,Balagere,645.0,1.0,1.0,55.0,1
753,Balagere,1007.0,2.0,1.0,68.0,2
755,Balagere,1205.0,2.0,1.0,79.0,2
756,Balagere,1012.0,2.0,1.0,68.0,2
758,Banashankari,1077.0,2.0,2.0,37.64,2
759,Banashankari,1470.0,2.0,1.0,88.64,3
760,Banashankari,1300.0,2.0,2.0,75.0,3
761,Banashankari,1800.0,3.0,2.0,115.0,3
762,Banashankari,1125.0,2.0,1.0,63.0,2
764,Banashankari,1310.0,2.0,2.0,80.0,2
765,Banashankari,2600.0,4.0,1.0,135.0,3
766,Banashankari,1900.0,2.0,1.0,170.0,3
767,Banashankari,1260.0,2.0,3.0,75.0,2
768,Banashankari,1170.0,2.0,2.0,46.79,2
770,Banashankari,1350.0,2.0,0.0,83.0,3
772,Banashankari,1330.0,2.0,1.0,78.0,2
773,Banashankari,1400.0,2.0,1.0,78.0,3
774,Banashankari,1700.0,3.0,2.0,125.0,3
775,Banashankari,1020.0,2.0,2.0,40.79,2
776,Banashankari,1600.0,2.0,1.0,63.98,2
777,Banashankari,1041.0,2.0,1.0,36.44,2
778,Banashankari,2400.0,1.0,1.0,200.0,1
779,Banashankari,1390.0,2.0,2.0,86.0,2
780,Banashankari,1460.0,2.0,3.0,70.0,2
781,Banashankari,1200.0,2.0,1.0,60.0,2
782,Banashankari,1290.0,2.0,2.0,80.0,2
783,Banashankari,1186.0,2.0,3.0,65.0,2
784,Banashankari,1650.0,3.0,2.0,101.0,3
786,Banashankari,1181.0,2.0,1.0,75.0,2
787,Banashankari,1105.0,2.0,2.0,90.0,2
788,Banashankari,720.0,1.0,1.0,60.0,1
789,Banashankari,1040.0,2.0,3.0,45.0,2
790,Banashankari,1330.0,2.0,2.0,77.0,2
791,Banashankari,1200.0,2.0,3.0,49.0,2
792,Banashankari,1185.0,2.0,2.0,67.0,2
793,Banashankari,1000.0,2.0,1.0,50.0,2
794,Banashankari,1650.0,3.0,2.0,90.75,3
795,Banashankari,1650.0,3.0,2.0,101.0,3
796,Banashankari,1310.0,2.0,2.0,80.43,2
797,Banashankari,1430.0,2.0,2.0,87.8,2
798,Banashankari,1020.0,2.0,1.0,42.83,2
800,Banashankari,1540.0,3.0,3.0,80.0,3
801,Banashankari,1195.0,2.0,1.0,35.84,2
802,Banashankari,1683.0,3.0,2.0,115.0,3
803,Banashankari,1800.0,3.0,2.0,125.0,3
804,Banashankari,1175.0,2.0,1.0,41.13,2
805,Banashankari,1750.0,2.0,2.0,89.0,3
806,Banashankari,1450.0,2.0,2.0,50.75,2
807,Banashankari,1770.0,3.0,3.0,108.0,3
808,Banashankari,1800.0,3.0,2.0,125.0,3
811,Banashankari,1200.0,3.0,2.0,74.52,3
812,Banashankari,1100.0,2.0,1.0,63.0,2
813,Banashankari,1020.0,2.0,2.0,40.79,2
814,Banashankari,1260.0,2.0,3.0,75.0,2
816,Banashankari,1426.0,3.0,2.0,85.0,3
817,Banashankari Stage II,1700.0,2.0,2.0,150.0,2
818,Banashankari Stage II,1500.0,2.0,1.0,120.0,3
819,Banashankari Stage II,2400.0,3.0,2.0,510.0,5
820,Banashankari Stage II,1240.0,2.0,2.0,59.52,3
821,Banashankari Stage II,1250.0,2.0,2.0,110.0,2
822,Banashankari Stage II,1260.0,2.0,1.0,95.0,3
823,Banashankari Stage II,2400.0,2.0,2.0,300.0,3
824,Banashankari Stage II,1400.0,2.0,1.0,100.0,2
825,Banashankari Stage II,2800.0,3.0,2.0,425.0,5
826,Banashankari Stage II,3000.0,3.0,2.0,450.0,3
827,Banashankari Stage II,1200.0,2.0,1.0,198.0,3
828,Banashankari Stage II,1245.0,2.0,1.0,125.0,2
830,Banashankari Stage III,1305.0,2.0,1.0,58.7,3
831,Banashankari Stage III,1145.0,2.0,3.0,58.4,2
832,Banashankari Stage III,1650.0,3.0,2.0,118.0,3
833,Banashankari Stage III,2400.0,4.0,1.0,240.0,4
834,Banashankari Stage III,1350.0,2.0,2.0,68.0,3
836,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
837,Banashankari Stage III,1305.0,2.0,1.0,60.0,3
838,Banashankari Stage III,1200.0,2.0,0.0,42.0,2
839,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
840,Banashankari Stage III,1480.0,3.0,1.0,75.48,3
841,Banashankari Stage III,1305.0,2.0,1.0,59.0,3
842,Banashankari Stage III,1304.0,2.0,0.0,111.0,2
843,Banashankari Stage III,3000.0,6.0,2.0,150.0,6
844,Banashankari Stage III,1085.0,2.0,1.0,50.0,2
845,Banashankari Stage III,1500.0,2.0,2.0,100.0,3
846,Banashankari Stage III,2100.0,3.0,1.0,147.0,4
847,Banashankari Stage III,1420.0,2.0,2.0,95.0,3
848,Banashankari Stage V,1300.0,2.0,1.0,58.5,3
849,Banashankari Stage V,1305.0,2.0,2.0,49.0,3
850,Banashankari Stage V,1035.0,2.0,2.0,35.77,2
851,Banashankari Stage V,1355.0,2.0,1.0,61.0,3
852,Banashankari Stage V,1510.0,3.0,3.0,47.57,3
853,Banashankari Stage V,1650.0,3.0,2.0,51.98,3
854,Banashankari Stage V,1630.0,3.0,2.0,51.35,3
855,Banashankari Stage V,1510.0,3.0,3.0,47.57,3
856,Banashankari Stage V,1315.0,2.0,2.0,49.0,3
857,Banashankari Stage V,1540.0,3.0,2.0,48.51,3
858,Banashankari Stage V,920.0,2.0,1.0,41.5,2
859,Banashankari Stage VI,1177.5,2.0,0.0,59.935,2
860,Banashankari Stage VI,4800.0,4.0,3.0,190.0,4
861,Banashankari Stage VI,1160.0,2.0,1.0,59.0,2
862,Banashankari Stage VI,1180.0,2.0,1.0,59.47,2
863,Banashankari Stage VI,1423.0,2.0,1.0,71.73,3
864,Banashankari Stage VI,1392.0,3.0,1.0,69.46,3
865,Banashankari Stage VI,1410.5,2.0,0.0,70.385,3
866,Banashankari Stage VI,4800.0,3.0,2.0,200.0,4
867,Banaswadi,1184.0,2.0,3.0,53.0,2
868,Banaswadi,1145.0,2.0,2.0,55.0,2
869,Banaswadi,1250.0,2.0,0.0,60.0,2
870,Banaswadi,1365.0,2.0,2.0,73.0,2
871,Banaswadi,1903.0,6.0,2.0,140.0,5
872,Banaswadi,1222.0,2.0,2.0,80.0,2
873,Banaswadi,870.0,2.0,2.0,38.0,2
874,Banaswadi,1200.0,2.0,3.0,60.0,2
876,Banaswadi,527.0,1.0,0.0,35.0,1
877,Banaswadi,1340.0,2.0,2.0,73.0,2
878,Banaswadi,1008.0,2.0,2.0,52.0,2
879,Banaswadi,1105.0,2.0,2.0,57.0,2
880,Banjara Layout,1294.0,2.0,2.0,48.0,3
881,Banjara Layout,1200.0,2.0,2.0,70.0,2
882,Banjara Layout,1050.0,2.0,1.0,64.8,2
883,Banjara Layout,753.0,3.0,3.0,59.5,2
884,Banjara Layout,3750.0,5.0,3.0,145.0,4
885,Banjara Layout,2500.0,4.0,0.0,140.0,3
887,Bannerghatta,2611.0,3.0,1.0,239.0,3
888,Bannerghatta,3012.0,6.0,2.0,250.0,4
889,Bannerghatta,3012.0,6.0,2.0,268.0,4
890,Bannerghatta,1665.0,3.0,3.0,110.0,3
892,Bannerghatta,2370.0,4.0,2.0,195.0,3
893,Bannerghatta,1100.0,2.0,1.0,66.0,2
894,Bannerghatta,2895.5,2.0,2.0,246.0,4
895,Bannerghatta,1113.0,2.0,1.0,70.0,2
896,Bannerghatta,1200.0,2.0,2.0,73.2,2
897,Bannerghatta,1070.0,2.0,1.0,87.0,2
898,Bannerghatta,1776.0,3.0,2.0,124.0,3
899,Bannerghatta,1776.0,3.0,2.0,150.0,3
900,Bannerghatta,1320.0,2.0,0.0,50.0,2
901,Bannerghatta,1120.0,2.0,1.0,42.5,2
902,Bannerghatta Road,500.0,1.0,1.0,18.5,1
903,Bannerghatta Road,1050.0,2.0,1.0,65.0,2
904,Bannerghatta Road,1170.0,2.0,1.0,66.0,3
905,Bannerghatta Road,595.0,1.0,1.0,33.32,1
906,Bannerghatta Road,1445.0,3.0,2.0,95.0,3
907,Bannerghatta Road,1640.0,2.0,1.0,120.0,3
908,Bannerghatta Road,1460.0,2.0,1.0,90.0,3
910,Bannerghatta Road,1179.0,2.0,1.0,66.02,2
911,Bannerghatta Road,1122.5,2.0,0.0,58.935,2
912,Bannerghatta Road,793.0,2.0,1.0,45.0,2
914,Bannerghatta Road,1400.0,2.0,2.0,78.0,2
915,Bannerghatta Road,2700.0,5.0,0.0,158.0,5
916,Bannerghatta Road,1215.0,2.0,0.0,50.0,2
917,Bannerghatta Road,1654.0,3.0,2.0,100.0,3
918,Bannerghatta Road,1181.0,2.0,0.0,55.0,2
920,Bannerghatta Road,1200.0,2.0,2.0,75.0,2
922,Bannerghatta Road,595.0,1.0,1.0,31.83,1
923,Bannerghatta Road,1105.0,2.0,1.0,51.0,2
924,Bannerghatta Road,1255.0,2.0,2.0,65.26,2
926,Bannerghatta Road,1550.0,3.0,2.0,82.0,3
928,Bannerghatta Road,1650.0,3.0,2.0,122.0,3
929,Bannerghatta Road,912.0,2.0,1.0,55.0,2
930,Bannerghatta Road,1218.0,2.0,1.0,73.0,2
932,Bannerghatta Road,1115.0,2.0,1.0,65.12,2
934,Bannerghatta Road,1893.0,3.0,2.0,100.0,3
935,Bannerghatta Road,1600.0,3.0,2.0,95.0,3
936,Bannerghatta Road,1275.0,2.0,2.0,65.0,2
937,Bannerghatta Road,892.0,2.0,1.0,39.0,2
939,Bannerghatta Road,1260.0,2.0,2.0,70.0,2
941,Bannerghatta Road,1157.0,2.0,0.0,40.0,2
942,Bannerghatta Road,1150.0,2.0,2.0,65.0,2
944,Bannerghatta Road,1100.0,2.0,0.0,39.0,2
946,Bannerghatta Road,1725.0,3.0,2.0,110.0,3
948,Bannerghatta Road,950.0,2.0,0.0,38.0,2
949,Bannerghatta Road,1220.0,2.0,1.0,80.0,2
950,Bannerghatta Road,1130.0,2.0,2.0,78.0,2
952,Bannerghatta Road,1486.0,3.0,1.0,83.22,3
954,Bannerghatta Road,1015.0,2.0,0.0,48.0,2
955,Bannerghatta Road,1115.0,2.0,1.0,61.0,2
956,Bannerghatta Road,1136.0,2.0,1.0,48.0,2
957,Bannerghatta Road,1200.0,2.0,2.0,69.0,3
958,Bannerghatta Road,1465.0,2.0,1.0,76.0,3
959,Bannerghatta Road,1302.5,2.0,0.0,67.73,2
960,Bannerghatta Road,1200.0,2.0,2.0,65.0,2
961,Bannerghatta Road,1240.0,2.0,1.0,65.0,2
963,Bannerghatta Road,1532.5,3.0,0.0,84.29,3
965,Bannerghatta Road,1268.0,2.0,1.0,69.0,2
966,Bannerghatta Road,1450.0,2.0,2.0,87.0,3
967,Bannerghatta Road,2932.0,5.0,2.0,195.0,4
970,Bannerghatta Road,960.0,2.0,3.0,58.0,2
971,Bannerghatta Road,1750.0,3.0,2.0,130.0,3
972,Bannerghatta Road,1275.0,2.0,1.0,73.0,2
974,Bannerghatta Road,1240.0,2.0,1.0,71.0,2
976,Bannerghatta Road,1215.0,2.0,1.0,68.0,2
977,Bannerghatta Road,1215.0,2.0,1.0,68.0,2
978,Bannerghatta Road,1894.0,3.0,1.0,115.0,3
980,Bannerghatta Road,1693.0,3.0,2.0,89.0,3
981,Bannerghatta Road,1280.0,2.0,2.0,60.16,2
983,Bannerghatta Road,630.0,1.0,2.0,35.0,1
984,Bannerghatta Road,1215.0,2.0,1.0,68.0,2
985,Bannerghatta Road,1365.0,3.0,1.0,76.18,3
986,Bannerghatta Road,1115.0,2.0,2.0,78.0,2
987,Bannerghatta Road,1532.5,3.0,0.0,79.465,3
989,Bannerghatta Road,1655.0,3.0,3.0,90.0,3
990,Bannerghatta Road,1247.0,2.0,1.0,47.39,2
991,Bannerghatta Road,1237.5,2.0,0.0,49.49,2
992,Bannerghatta Road,1650.0,3.0,1.0,94.0,3
993,Bannerghatta Road,905.0,2.0,1.0,65.0,2
994,Bannerghatta Road,1000.0,2.0,1.0,50.0,2
995,Bannerghatta Road,2185.0,3.0,3.0,120.0,4
996,Bannerghatta Road,1012.0,2.0,1.0,45.0,2
998,Bannerghatta Road,1460.0,2.0,2.0,80.0,3
999,Bannerghatta Road,1340.0,2.0,3.0,85.0,2
1000,Bannerghatta Road,1711.0,3.0,2.0,125.0,3
1001,Bannerghatta Road,1520.0,2.0,3.0,81.0,3
1002,Bannerghatta Road,2826.0,3.0,1.0,148.0,3
1003,Bannerghatta Road,1115.0,2.0,1.0,61.0,2
1004,Bannerghatta Road,1154.0,2.0,2.0,47.0,2
1005,Bannerghatta Road,1000.0,2.0,1.0,44.5,2
1006,Bannerghatta Road,1250.0,2.0,0.0,48.0,2
1007,Bannerghatta Road,1640.0,3.0,2.0,105.0,3
1009,Bannerghatta Road,1012.0,2.0,1.0,44.0,2
1010,Bannerghatta Road,1527.0,3.0,2.0,115.0,3
1013,Bannerghatta Road,1550.0,3.0,2.0,96.0,3
1014,Bannerghatta Road,1200.0,2.0,2.0,78.0,2
1015,Bannerghatta Road,1885.0,3.0,1.0,125.0,3
1017,Bannerghatta Road,1450.0,2.0,2.0,78.0,3
1018,Bannerghatta Road,700.0,1.0,1.0,31.2,1
1021,Bannerghatta Road,905.0,2.0,1.0,58.0,2
1023,Bannerghatta Road,1920.0,3.0,3.0,122.0,3
1024,Bannerghatta Road,2400.0,4.0,1.0,180.0,4
1026,Bannerghatta Road,1270.0,2.0,2.0,45.0,2
1027,Bannerghatta Road,1520.0,2.0,3.0,80.0,3
1028,Bannerghatta Road,1270.0,2.0,1.0,73.0,3
1029,Bannerghatta Road,1846.0,3.0,2.0,120.0,3
1031,Bannerghatta Road,1122.5,2.0,0.0,61.74,2
1032,Bannerghatta Road,1655.0,3.0,3.0,95.0,3
1033,Bannerghatta Road,1206.0,2.0,3.0,53.0,2
1034,Bannerghatta Road,1150.0,2.0,2.0,55.0,2
1035,Bannerghatta Road,1215.0,2.0,1.0,65.0,2
1036,Bannerghatta Road,1510.0,2.0,3.0,110.0,3
1037,Bannerghatta Road,1022.0,2.0,1.0,35.0,2
1038,Bannerghatta Road,1246.0,2.0,2.0,47.35,2
1039,Bannerghatta Road,1470.0,2.0,1.0,85.0,3
1040,Bannerghatta Road,1160.0,2.0,2.0,45.0,2
1041,Bannerghatta Road,970.0,2.0,1.0,57.0,2
1043,Basavangudi,2337.0,4.0,3.0,292.0,3
1044,Basavangudi,2350.0,3.0,3.0,300.0,3
1045,Basavangudi,1500.0,2.0,1.0,143.0,3
1047,Basavangudi,2150.0,3.0,2.0,265.0,3
1048,Basavangudi,1036.0,2.0,2.0,105.0,2
1051,Basavangudi,2300.0,3.0,2.0,317.0,3
1052,Basavangudi,1600.0,2.0,2.0,160.0,3
1053,Basavangudi,1560.0,2.0,2.0,145.0,2
1054,Basavangudi,1825.0,3.0,2.0,175.0,3
1055,Basavangudi,1800.0,3.0,2.0,195.0,3
1056,Basavangudi,1100.0,2.0,3.0,93.0,2
1057,Basavangudi,670.0,1.0,1.0,50.0,1
1059,Basavangudi,1050.0,2.0,1.0,103.0,2
1060,Basavangudi,1350.0,2.0,2.0,130.0,3
1061,Basavangudi,1485.0,3.0,1.0,140.0,3
1062,Basavangudi,1180.0,2.0,3.0,124.0,2
1064,Basavangudi,1200.0,2.0,3.0,120.0,2
1066,Basavangudi,1230.0,2.0,0.0,80.0,2
1067,Basavangudi,2350.0,3.0,3.0,300.0,3
1068,Basavangudi,2453.0,3.0,2.0,250.0,4
1070,Basaveshwara Nagar,1200.0,2.0,2.0,65.0,2
1071,Basaveshwara Nagar,4500.0,5.0,1.0,415.0,5
1072,Basaveshwara Nagar,1865.0,3.0,3.0,145.0,3
1073,Basaveshwara Nagar,2460.0,7.0,1.0,350.0,7
1074,Basaveshwara Nagar,2400.0,5.0,1.0,415.0,5
1075,Basaveshwara Nagar,1200.0,2.0,0.0,90.0,2
1076,Basaveshwara Nagar,1180.0,2.0,3.0,58.0,2
1077,Basaveshwara Nagar,2400.0,4.0,1.0,310.0,5
1078,Basaveshwara Nagar,1200.0,2.0,2.0,80.0,2
1079,Basaveshwara Nagar,900.0,2.0,1.0,60.0,2
1080,Basaveshwara Nagar,2520.0,4.0,1.0,378.0,5
1081,Basaveshwara Nagar,1900.0,3.0,3.0,150.0,3
1082,Basaveshwara Nagar,1200.0,2.0,2.0,85.0,2
1083,Basaveshwara Nagar,1200.0,2.0,1.0,70.0,2
1084,Basaveshwara Nagar,1200.0,1.0,1.0,180.0,2
1085,Basaveshwara Nagar,1200.0,3.0,0.0,190.0,3
1086,Battarahalli,1200.0,2.0,1.0,65.0,2
1087,Battarahalli,1779.0,3.0,2.0,89.61,3
1088,Battarahalli,1300.0,2.0,1.0,50.0,2
1089,Battarahalli,1945.0,3.0,2.0,97.42,3
1090,Battarahalli,1777.0,3.0,2.0,100.0,3
